1519926553.401873 "[24.5, 25.0, 24.75, 24.75, 24.25, 24.5, 24.75, 25.75, 23.25, 24.75, 20.5, 25.25, 29.0, 25.25, 21.5, 24.75, 25.5, 25.25, 25.25, 24.75, 25.0, 24.75, 24.75, 25.25, 25.25, 25.0, 25.0, 24.5, 25.25, 25.25, 25.25, 25.0, 25.5, 25.25, 25.25, 25.25, 25.0, 25.0, 24.75, 25.5, 25.0, 25.75, 25.0, 25.25, 25.0, 24.75, 25.5, 25.5, 25.25, 26.0, 25.75, 25.5, 25.25, 25.75, 25.25, 25.75, 26.25, 26.5, 25.5, 25.5, 26.5, 26.0, 26.5, 26.5]"
1519926553.442275 "[24.5, 25.0, 24.75, 24.75, 24.25, 24.5, 24.75, 25.75, 23.25, 24.75, 20.5, 25.25, 29.0, 25.25, 21.5, 24.75, 25.5, 25.25, 25.25, 24.75, 25.0, 24.75, 24.75, 25.25, 25.25, 25.0, 25.0, 24.5, 25.25, 25.25, 25.25, 25.0, 25.5, 25.25, 25.25, 25.25, 25.0, 25.0, 24.75, 25.5, 25.0, 25.75, 25.0, 25.25, 25.0, 24.75, 25.5, 25.5, 25.25, 26.0, 25.75, 25.5, 25.25, 25.75, 25.25, 25.75, 26.25, 26.5, 25.5, 25.5, 26.5, 26.0, 26.5, 26.5]"
1519926553.489905 "[24.5, 25.0, 24.75, 24.75, 24.25, 24.5, 24.75, 25.75, 23.25, 24.75, 20.5, 25.25, 29.0, 25.25, 21.5, 24.75, 25.5, 25.25, 25.25, 24.25, 24.75, 24.25, 24.25, 25.25, 24.75, 25.0, 24.75, 24.5, 24.5, 25.0, 24.5, 24.25, 25.75, 25.0, 25.5, 25.25, 24.5, 24.75, 25.0, 24.75, 25.75, 25.5, 25.0, 25.25, 25.0, 25.25, 25.25, 25.0, 25.5, 25.0, 25.5, 24.75, 25.0, 25.25, 25.25, 25.25, 26.25, 26.25, 25.5, 25.0, 25.75, 25.75, 25.5, 26.25]"
1519926553.536436 "[24.25, 25.0, 24.75, 25.25, 24.5, 24.5, 24.75, 26.25, 24.5, 24.5, 24.75, 25.0, 23.75, 24.75, 24.75, 25.5, 24.75, 25.25, 24.5, 24.25, 24.75, 24.25, 24.25, 25.25, 24.75, 25.0, 24.75, 24.5, 24.5, 25.0, 24.5, 24.25, 25.75, 25.0, 25.5, 25.25, 24.5, 24.75, 25.0, 24.75, 25.75, 25.5, 25.0, 25.25, 25.0, 25.25, 25.25, 25.0, 25.5, 25.0, 25.5, 24.75, 25.0, 25.25, 25.25, 25.25, 26.25, 26.25, 25.5, 25.0, 25.75, 25.75, 25.5, 26.25]"
1519926553.580738 "[24.25, 25.0, 24.75, 25.25, 24.5, 24.5, 24.75, 26.25, 24.5, 24.5, 24.75, 25.0, 23.75, 24.75, 24.75, 25.5, 24.75, 25.25, 24.5, 24.25, 24.75, 24.25, 24.25, 25.25, 24.75, 25.0, 24.75, 24.5, 24.5, 25.0, 25.5, 24.75, 25.75, 25.0, 25.25, 25.0, 24.75, 25.25, 24.75, 25.5, 26.0, 25.25, 25.75, 25.25, 24.5, 25.0, 25.5, 25.25, 25.25, 25.75, 25.5, 25.25, 25.25, 25.0, 25.25, 25.5, 26.0, 26.0, 26.0, 25.25, 26.25, 26.0, 26.25, 26.0]"
1519926553.621776 "[24.25, 24.75, 25.25, 24.75, 24.5, 24.5, 25.0, 25.5, 24.5, 25.0, 25.25, 24.5, 24.5, 25.0, 24.75, 24.5, 24.75, 25.25, 25.0, 24.75, 24.75, 24.75, 24.75, 25.0, 25.5, 25.0, 25.0, 24.75, 25.0, 25.0, 25.5, 24.75, 25.75, 25.0, 25.25, 25.0, 24.75, 25.25, 24.75, 25.5, 26.0, 25.25, 25.75, 25.25, 24.5, 25.0, 25.5, 25.25, 25.25, 25.75, 25.5, 25.25, 25.25, 25.0, 25.25, 25.5, 26.0, 26.0, 26.0, 25.25, 26.25, 26.0, 26.25, 26.0]"
1519926553.664279 "[24.25, 24.75, 25.25, 24.75, 24.5, 24.5, 25.0, 25.5, 24.5, 25.0, 25.25, 24.5, 24.5, 25.0, 24.75, 24.5, 24.75, 25.25, 25.0, 24.75, 24.75, 24.75, 24.75, 25.0, 25.5, 25.0, 25.0, 24.75, 25.0, 25.0, 25.5, 24.75, 25.75, 25.0, 25.25, 25.0, 24.75, 25.25, 24.75, 25.5, 26.0, 25.25, 25.75, 25.25, 24.5, 25.0, 25.5, 25.25, 25.25, 25.75, 25.5, 25.25, 25.25, 25.0, 25.25, 25.5, 26.0, 26.0, 26.0, 25.5, 26.0, 25.75, 26.0, 26.25]"
1519926553.705113 "[24.5, 24.5, 24.75, 24.75, 24.75, 24.0, 25.25, 26.5, 24.5, 24.75, 24.5, 24.75, 24.0, 24.75, 24.75, 25.5, 25.0, 25.0, 25.25, 25.0, 24.5, 24.5, 24.5, 24.75, 25.25, 25.25, 24.75, 24.75, 25.0, 24.75, 25.0, 25.0, 25.5, 25.5, 25.0, 25.5, 24.75, 25.25, 24.5, 25.5, 25.0, 25.25, 25.5, 25.5, 25.0, 25.0, 25.25, 25.5, 25.0, 25.25, 26.0, 25.5, 25.25, 25.5, 25.0, 25.75, 26.25, 25.5, 25.75, 25.5, 26.0, 25.75, 26.0, 26.25]"
1519926553.74678 "[24.5, 24.5, 24.75, 24.75, 24.75, 24.0, 25.25, 26.5, 24.5, 24.75, 24.5, 24.75, 24.0, 24.75, 24.75, 25.5, 25.0, 25.0, 25.25, 25.0, 24.5, 24.5, 24.5, 24.75, 25.25, 25.25, 24.75, 24.75, 25.0, 24.75, 25.0, 25.0, 25.5, 25.5, 25.0, 25.5, 24.75, 25.25, 24.5, 25.5, 25.0, 25.25, 25.5, 25.5, 25.0, 25.0, 25.25, 25.5, 25.0, 25.25, 26.0, 25.5, 25.25, 25.5, 25.0, 25.75, 26.25, 25.5, 25.75, 25.5, 26.0, 25.75, 26.0, 26.25]"
1519926553.788019 "[24.5, 24.5, 24.75, 24.75, 24.75, 24.0, 25.25, 26.5, 24.5, 24.75, 24.5, 24.75, 24.0, 24.75, 24.75, 25.5, 25.0, 25.0, 25.25, 25.0, 24.5, 24.5, 24.5, 24.75, 25.25, 25.25, 24.75, 24.75, 24.75, 25.0, 24.75, 25.0, 25.25, 25.25, 25.25, 25.5, 24.75, 25.0, 24.5, 25.5, 25.0, 25.25, 25.75, 25.0, 25.25, 24.75, 25.5, 25.0, 25.5, 25.75, 25.75, 25.5, 25.5, 25.75, 25.0, 25.5, 25.5, 26.0, 25.25, 25.25, 26.0, 25.5, 25.5, 26.25]"
