1521014052.538374 "[24.5, 24.25, 24.0, 24.25, 23.75, 23.75, 24.5, 24.0, 24.25, 24.0, 24.0, 24.0, 23.75, 24.25, 24.0, 23.5, 25.5, 24.25, 28.25, 24.25, 19.5, 23.75, 27.0, 24.25, 24.25, 24.5, 24.25, 23.75, 24.25, 24.25, 24.0, 24.25, 25.0, 24.5, 24.25, 24.5, 24.25, 24.25, 24.0, 25.0, 25.0, 24.75, 25.25, 24.75, 24.25, 24.25, 25.25, 24.75, 25.25, 25.5, 25.0, 25.25, 25.25, 25.0, 24.5, 25.25, 25.5, 25.5, 25.75, 25.25, 25.5, 25.5, 25.75, 25.75]"
1521014052.578757 "[24.5, 24.25, 24.0, 24.25, 23.75, 23.75, 24.5, 24.0, 24.25, 24.0, 24.0, 24.0, 23.75, 24.25, 24.0, 23.5, 25.5, 24.25, 28.25, 24.25, 19.5, 23.75, 27.0, 24.25, 24.25, 24.5, 24.25, 23.75, 24.25, 24.25, 24.0, 24.25, 25.0, 24.5, 24.25, 24.5, 24.25, 24.25, 24.0, 25.0, 25.0, 24.75, 25.25, 24.75, 24.25, 24.25, 25.25, 24.75, 25.25, 25.5, 25.0, 25.25, 25.25, 25.0, 24.5, 25.25, 25.5, 25.5, 25.0, 25.0, 25.25, 25.5, 25.75, 26.0]"
1521014052.620286 "[24.75, 23.5, 24.75, 24.25, 24.5, 23.75, 24.75, 24.5, 24.0, 24.0, 24.0, 24.5, 24.0, 23.75, 24.25, 24.0, 25.0, 24.5, 24.5, 24.25, 24.25, 24.0, 23.75, 24.5, 24.75, 24.25, 24.25, 24.5, 24.5, 24.25, 24.25, 24.0, 25.25, 24.75, 24.75, 24.75, 24.25, 24.5, 24.75, 25.0, 25.0, 25.0, 25.0, 24.25, 24.75, 24.75, 24.75, 24.75, 25.0, 25.25, 25.0, 25.0, 24.75, 25.0, 25.0, 25.0, 25.75, 25.25, 25.0, 25.0, 25.25, 25.5, 25.75, 26.0]"
1521014052.662211 "[24.75, 23.5, 24.75, 24.25, 24.5, 23.75, 24.75, 24.5, 24.0, 24.0, 24.0, 24.5, 24.0, 23.75, 24.25, 24.0, 25.0, 24.5, 24.5, 24.25, 24.25, 24.0, 23.75, 24.5, 24.75, 24.25, 24.25, 24.5, 24.5, 24.25, 24.25, 24.0, 25.25, 24.75, 24.75, 24.75, 24.25, 24.5, 24.75, 25.0, 25.0, 25.0, 25.0, 24.25, 24.75, 24.75, 24.75, 24.75, 25.0, 25.25, 25.0, 25.0, 24.75, 25.0, 25.0, 25.0, 25.75, 25.25, 25.0, 25.0, 25.25, 25.5, 25.75, 26.0]"
1521014052.704796 "[24.75, 23.5, 24.75, 24.25, 24.5, 23.75, 24.75, 24.5, 24.0, 24.0, 24.0, 24.5, 24.0, 23.75, 24.25, 24.0, 25.0, 24.5, 24.5, 24.25, 24.25, 24.0, 23.75, 24.5, 24.75, 24.25, 24.25, 24.25, 24.0, 24.75, 24.0, 24.0, 25.0, 24.75, 24.75, 24.5, 24.0, 24.25, 24.0, 24.5, 25.0, 24.5, 25.25, 24.75, 24.75, 24.5, 24.5, 24.75, 25.0, 24.75, 25.5, 24.75, 25.0, 25.25, 25.0, 25.25, 25.75, 25.75, 26.0, 25.25, 25.25, 25.75, 25.25, 25.5]"
1521014052.746688 "[23.5, 24.0, 24.25, 24.25, 23.75, 24.0, 24.25, 24.5, 24.0, 24.0, 24.0, 24.0, 24.0, 24.25, 24.5, 24.25, 25.25, 24.5, 24.5, 24.75, 24.25, 24.0, 23.75, 24.25, 24.25, 24.5, 24.25, 24.25, 24.0, 24.75, 24.0, 24.0, 25.0, 24.75, 24.75, 24.5, 24.0, 24.25, 24.0, 24.5, 25.0, 24.5, 25.25, 24.75, 24.75, 24.5, 24.5, 24.75, 25.0, 24.75, 25.5, 24.75, 25.0, 25.25, 25.0, 25.25, 25.75, 25.75, 26.0, 25.25, 25.25, 25.75, 25.25, 25.5]"
1521014052.78894 "[23.5, 24.0, 24.25, 24.25, 23.75, 24.0, 24.25, 24.5, 24.0, 24.0, 24.0, 24.0, 24.0, 24.25, 24.5, 24.25, 25.25, 24.5, 24.5, 24.75, 24.25, 24.0, 23.75, 24.25, 24.25, 24.5, 24.25, 24.25, 24.0, 24.75, 24.0, 24.0, 25.0, 24.75, 24.75, 24.5, 24.0, 24.25, 24.0, 24.5, 25.0, 24.5, 25.25, 24.75, 24.75, 24.5, 24.5, 24.75, 25.0, 24.75, 25.5, 24.75, 25.0, 25.0, 24.5, 25.0, 25.5, 25.75, 25.5, 24.5, 25.25, 25.5, 26.0, 25.75]"
1521014052.83074 "[24.0, 23.75, 24.75, 24.0, 24.5, 23.5, 24.5, 24.75, 24.0, 23.75, 23.75, 24.25, 23.75, 24.75, 24.25, 24.0, 25.0, 24.25, 24.5, 24.0, 24.25, 24.0, 24.25, 24.25, 24.5, 24.5, 24.5, 24.5, 24.5, 24.75, 24.25, 24.5, 25.25, 24.75, 24.75, 24.5, 24.25, 24.5, 24.5, 24.75, 24.75, 25.0, 25.0, 25.25, 24.5, 24.25, 24.75, 24.5, 25.0, 24.75, 25.25, 25.25, 25.0, 25.0, 24.5, 25.0, 25.5, 25.75, 25.5, 24.5, 25.25, 25.5, 26.0, 25.75]"
1521014052.873232 "[24.0, 23.75, 24.75, 24.0, 24.5, 23.5, 24.5, 24.75, 24.0, 23.75, 23.75, 24.25, 23.75, 24.75, 24.25, 24.0, 25.0, 24.25, 24.5, 24.0, 24.25, 24.0, 24.25, 24.25, 24.5, 24.5, 24.5, 24.5, 24.5, 24.75, 24.25, 24.5, 25.25, 24.75, 24.75, 24.5, 24.25, 24.5, 24.5, 24.75, 24.75, 25.0, 25.0, 25.25, 24.5, 24.25, 24.75, 24.5, 25.0, 24.75, 25.25, 25.25, 25.0, 25.0, 24.5, 25.0, 25.5, 25.75, 25.5, 24.5, 25.25, 25.5, 26.0, 25.75]"
1521014052.915274 "[24.0, 23.75, 24.75, 24.0, 24.5, 23.5, 24.5, 24.75, 24.0, 23.75, 23.75, 24.25, 23.75, 24.75, 24.25, 24.0, 25.0, 24.5, 24.25, 24.5, 24.25, 23.75, 23.75, 24.0, 24.25, 23.75, 23.75, 24.0, 24.0, 24.25, 24.25, 24.25, 24.75, 24.25, 25.0, 24.75, 24.0, 24.75, 24.25, 24.25, 24.75, 24.5, 24.75, 24.75, 24.5, 24.5, 25.0, 24.75, 25.0, 25.0, 25.0, 25.5, 24.5, 24.75, 24.75, 25.25, 25.5, 25.0, 25.5, 24.75, 25.75, 25.5, 25.75, 25.0]"
