1519926432.697039 "[24.5, 24.75, 24.25, 24.25, 24.25, 24.0, 24.5, 24.75, 24.0, 23.75, 24.25, 24.25, 24.25, 24.0, 24.5, 24.0, 25.0, 24.25, 24.5, 24.5, 24.25, 23.75, 24.0, 24.5, 24.0, 24.25, 24.5, 24.0, 24.5, 24.5, 24.0, 24.0, 25.25, 25.0, 25.0, 24.5, 24.25, 24.75, 24.5, 24.75, 25.0, 24.75, 24.5, 25.0, 24.25, 24.5, 25.0, 24.75, 24.75, 25.5, 26.0, 25.25, 24.5, 25.0, 25.0, 25.0, 25.0, 25.5, 25.5, 25.0, 25.5, 25.25, 25.0, 25.5]"
1519926432.739042 "[24.5, 24.25, 24.75, 24.5, 24.25, 24.0, 25.0, 25.0, 24.25, 24.5, 24.5, 24.5, 23.75, 24.5, 24.0, 24.0, 24.5, 24.5, 24.75, 24.5, 24.25, 24.25, 24.0, 24.5, 24.0, 25.0, 24.25, 24.5, 24.5, 25.0, 24.25, 24.75, 25.25, 24.75, 24.75, 24.75, 24.75, 24.5, 24.5, 25.0, 25.0, 24.5, 24.75, 25.0, 24.25, 24.5, 24.75, 24.5, 25.0, 25.25, 25.75, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.5, 25.5, 25.0, 25.5, 25.25, 25.0, 25.5]"
1519926432.782879 "[24.5, 24.25, 24.75, 24.5, 24.25, 24.0, 25.0, 25.0, 24.25, 24.5, 24.5, 24.5, 23.75, 24.5, 24.0, 24.0, 24.5, 24.5, 24.75, 24.5, 24.25, 24.25, 24.0, 24.5, 24.0, 25.0, 24.25, 24.5, 24.5, 25.0, 24.25, 24.75, 25.25, 24.75, 24.75, 24.75, 24.75, 24.5, 24.5, 25.0, 25.0, 24.5, 24.75, 25.0, 24.25, 24.5, 24.75, 24.5, 25.0, 25.25, 25.75, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.5, 25.5, 25.0, 25.5, 25.25, 25.0, 25.5]"
1519926432.823507 "[24.5, 24.25, 24.75, 24.5, 24.25, 24.0, 25.0, 25.0, 24.25, 24.5, 24.5, 24.5, 23.75, 24.5, 24.0, 24.0, 25.0, 24.25, 24.75, 24.75, 24.25, 24.25, 24.0, 25.0, 24.75, 24.5, 24.5, 24.25, 24.75, 24.75, 24.25, 24.75, 25.0, 25.0, 25.0, 24.75, 24.75, 24.5, 24.25, 25.0, 25.0, 25.0, 25.0, 25.0, 24.75, 24.75, 24.75, 24.25, 25.5, 25.25, 25.5, 25.25, 24.75, 24.75, 24.5, 25.0, 25.75, 26.0, 26.0, 25.25, 25.5, 25.75, 25.75, 25.5]"
1519926432.864608 "[23.75, 24.0, 25.0, 24.5, 24.0, 23.75, 24.25, 25.25, 24.25, 24.25, 24.5, 24.75, 24.0, 24.75, 24.5, 24.0, 25.0, 24.25, 24.75, 24.75, 24.25, 24.25, 24.0, 25.0, 24.75, 24.5, 24.5, 24.25, 24.75, 24.75, 24.25, 24.75, 25.0, 25.0, 25.0, 24.75, 24.75, 24.5, 24.25, 25.0, 25.0, 25.0, 25.0, 25.0, 24.75, 24.75, 24.75, 24.25, 25.5, 25.25, 25.5, 25.25, 24.75, 24.75, 24.5, 25.0, 25.75, 26.0, 26.0, 25.25, 25.5, 25.75, 25.75, 25.5]"
1519926432.911468 "[23.75, 24.0, 25.0, 24.5, 24.0, 23.75, 24.25, 25.25, 24.25, 24.25, 24.5, 24.75, 24.0, 24.75, 24.5, 24.0, 25.0, 24.25, 24.75, 24.75, 24.25, 24.25, 24.0, 25.0, 24.75, 24.5, 24.5, 24.25, 24.75, 24.75, 24.25, 24.75, 25.0, 25.0, 25.0, 24.75, 24.75, 24.5, 24.25, 25.0, 25.0, 25.25, 25.25, 24.75, 24.5, 24.25, 25.0, 25.0, 25.5, 25.75, 25.75, 25.25, 24.75, 25.0, 25.25, 25.75, 25.75, 25.5, 25.75, 25.25, 25.75, 25.75, 25.0, 26.25]"
1519926432.954421 "[24.0, 24.5, 24.5, 25.0, 24.75, 24.5, 24.5, 25.25, 24.25, 24.75, 24.5, 24.5, 24.25, 24.75, 24.5, 25.25, 25.25, 25.0, 24.75, 24.75, 24.5, 24.5, 24.0, 25.0, 24.75, 24.5, 24.5, 24.5, 24.75, 25.0, 24.25, 24.75, 25.25, 24.75, 25.0, 24.75, 24.5, 24.75, 24.75, 25.5, 25.0, 25.25, 25.25, 24.75, 24.5, 24.25, 25.0, 25.0, 25.5, 25.75, 25.75, 25.25, 24.75, 25.0, 25.25, 25.75, 25.75, 25.5, 25.75, 25.25, 25.75, 25.75, 25.0, 26.25]"
1519926432.997608 "[24.0, 24.5, 24.5, 25.0, 24.75, 24.5, 24.5, 25.25, 24.25, 24.75, 24.5, 24.5, 24.25, 24.75, 24.5, 25.25, 25.25, 25.0, 24.75, 24.75, 24.5, 24.5, 24.0, 25.0, 24.75, 24.5, 24.5, 24.5, 24.75, 25.0, 24.25, 24.75, 25.25, 24.75, 25.0, 24.75, 24.5, 24.75, 24.75, 25.5, 25.0, 25.25, 25.25, 24.75, 24.5, 24.25, 25.0, 25.0, 25.5, 25.75, 25.75, 25.25, 24.75, 25.0, 25.25, 25.75, 25.75, 25.5, 25.75, 25.25, 25.75, 25.75, 25.0, 26.25]"
1519926433.037959 "[24.0, 24.5, 24.5, 25.0, 24.25, 24.0, 24.25, 24.75, 24.25, 23.75, 24.0, 24.0, 24.0, 24.25, 24.25, 24.25, 25.0, 24.75, 24.5, 24.0, 24.0, 24.25, 23.75, 24.5, 24.75, 24.5, 24.75, 24.25, 24.5, 24.75, 24.5, 24.0, 25.5, 24.75, 25.0, 25.0, 24.25, 24.75, 24.5, 25.25, 25.0, 25.0, 25.0, 24.75, 24.5, 24.5, 24.75, 25.25, 24.5, 25.75, 25.0, 25.25, 24.75, 24.5, 24.5, 25.0, 26.0, 24.75, 25.25, 24.75, 26.0, 25.75, 25.5, 25.5]"
1519926433.078124 "[24.5, 24.25, 24.75, 24.25, 24.25, 24.0, 24.25, 24.75, 24.25, 23.75, 24.0, 24.0, 24.0, 24.25, 24.25, 24.25, 25.0, 24.75, 24.5, 24.0, 24.0, 24.25, 23.75, 24.5, 24.75, 24.5, 24.75, 24.25, 24.5, 24.75, 24.5, 24.0, 25.5, 24.75, 25.0, 25.0, 24.25, 24.75, 24.5, 25.25, 25.0, 25.0, 25.0, 24.75, 24.5, 24.5, 24.75, 25.25, 24.5, 25.75, 25.0, 25.25, 24.75, 24.5, 24.5, 25.0, 26.0, 24.75, 25.25, 24.75, 26.0, 25.75, 25.5, 25.5]"
1519926433.120238 "[24.5, 24.25, 24.75, 24.25, 24.25, 24.0, 24.25, 24.75, 24.25, 23.75, 24.0, 24.0, 24.0, 24.25, 24.25, 24.25, 25.0, 24.75, 24.5, 24.0, 24.0, 24.25, 23.75, 24.5, 24.75, 24.5, 24.75, 24.25, 24.5, 24.75, 24.5, 24.0, 25.5, 24.75, 25.0, 25.0, 24.25, 24.75, 24.5, 25.25, 25.0, 25.25, 24.75, 24.5, 24.5, 24.5, 25.0, 24.5, 25.25, 24.75, 25.5, 25.5, 25.0, 25.0, 24.75, 25.0, 26.0, 25.75, 25.0, 25.25, 25.5, 25.75, 25.5, 25.75]"
